"ID","Title","Series","Text","Date1","Date2","Appt Pres","Case1","Case2","Case3","Citation"
1174,"United States v. Nixon","SCt Case","Ruling unanimously, the Court held that the president cannot claim executive privilege in order to prevent evidence from being presented in a criminal trial; arising out of the Watergate affair, President Nixon resigned 15 days after the opinion issued.","1974",,,,,,"418 U.S. 683"
1175,"Buckley v. Valeo","SCt Case","In the first major campaign finance reform case, the Supreme Court upheld most contribution limits, but struck down limits on candidates's own contributions.","1976",,,,,,"424 U.S. 1"
1176,"Gregg v. Georgia","SCt Case","Voting 7-2 to reinstate the death penalty after states revised their capital statutes in response to Furman, the majority opinion was a rare joint opinion by three justices: Stewart, Powell, and Stevens.","1976",,,,,,"428 U.S. 153"
1177,"Regents of the University of California v. Bakke","SCt Case","In a fractured 4-1-4 decision, the Court struck down U. of California-Davis's set aside program for med school, but upheld the use of affirmative action measures in some circumstances; Justice Powell's concurrence is considered the precedential opinion.","1978",,,,,,"438 U.S. 265"
1178,"Chevron U.S.A. v. NRDC","SCt Case","The Supreme Court articulated the standard to be applied in evaluating the level of deference to give to an agency interpretation of a Congressional statute, now known as ""Chevron deference.""","1984",,,,,,"467 U.S. 837"
1179,"Strickland v. Washington","SCt Case","Strickland is the seminal case regarding ineffective assistance of counsel. To meet the Strickland test, defendant's attorney's performance must have fallen below an objective standard of performance AND, had he performed adequately, the defendant would've prevailed.","1984",,,,,,"466 U.S. 668"
1180,"United States v. Leon","SCt Case","The Supreme Court held that the exclusionary rule will not bar the introduction of evidence seized under a faulty warrant if the officers executing the warrant acted in ""good faith"" on the warrant's validity.","1984",,,,,,"468 U.S. 897"
1181,"Garcia v. San Antonio Metro. Transit Auth.","SCt Case","Reversing a 9-year-old precedent, the Court held that Congress had power under the Commerce Clause to extend minimum wage and 40-hour workweek restrictions to employees of state and local governments.","1985",,,,,,"469 U.S. 528"
1182,"Batson v. Kentucky","SCt Case","The Supreme Court held that the use of peremptory challenges to exclude jurors solely on the basis of race violated the Equal Protection Clause.","1986",,,,,,"476 U.S. 79"
1183,"Employment Division v. Smith","SCt Case","The Supreme Court upheld Oregon's denial of unemployment benefits to employees fired for using peyote as part of a religious ceremony.","1990",,,,,,"494 U.S. 872"
1184,"Planned Parenthood v. Casey","SCt Case","In a joint opinion by Justices O'Connor, Kennedy, & Souter, Roe v. Wade was upheld, but Roe's trimester framework was replaced by O'Connor's undue burden test to determine whether a state's regulation of abortion is constitutional.","1992",,,,,,"505 U.S. 833"
1185,"United States v. Lopez","SCt Case","For the 1st time since the New Deal, the Court held that an act of Congress, the Gun-Free School Zone Act, was not a valid exercise of Congress's Commerce Clause power.","1995",,,,,,"514 U.S. 549"
1186,"Romer v. Evans","SCt Case","The Supreme Court, per Kennedy, struck down Colorado's state amendment 2, disallowing local governments from passing laws protecting gays from discrimination. Though vague, the court suggested the law did not survive even rational basis.","1996",,,,,,"517 U.S. 62"
1187,"Apprendi v. New Jersey","SCt Case","The watershed case in the sentencing revolution, Apprendi held that any fact that could increase the defendant's sentence, other than that of a prior conviction, must be found by the jury beyond a reasonable doubt, rather than by a judge as an aggravating sentencing factor.","2000",,,,,,"530 U.S. 466"
1188,"Bush v. Gore","SCt Case","Effectively ending the recount in Florida, the Court held 5-4 that it was an equal protection violation for contested votes to be evaluated differently in different Florida counties, effectively allowing Florida's prior certification of the results in favor of George W. Bush to stand.","2000",,,,,,"531 U.S. 98"
1189,"Stenberg v. Carhart","SCt Case","The Supreme Court narrowly struck down Nebraska's partial birth abortion ban on vagueness grounds.","2000",,,,,,"530 U.S. 914"
1190,"Lawrence v. Texas","SCt Case","Authored by Justice Kennedy, Lawrence delivered one of the harshest rebukes to prior Supreme Court precedent: ""Bowers was not correct when it was decided, and it is not correct today."" The Court thus struck down a Texas law criminalizing sodomy.","2003",,,,,,"539 U.S. 558"
1191,"McConnell v. FEC","SCt Case","In some 200+ pages, the Supreme Court upheld and struck down various portions of the McCain-Feingold Campaign Finance Reform Act. It did not get any clearer after this.","2003",,,,,,"540 U.S. 93"
1192,"Crawford v. Washington","SCt Case","In a seminal Confrontation Clause case, the Supreme Court held that for out of court testimonial statements to be admitted against a defendant, they must have been subjected to cross-examination.","2004",,,,,,"541 U.S. 36"
1193,"Hamdi v. Rumsfeld","SCt Case","The Supreme Court held, without a majority opinion, that the federal government cannot hold a US citizen indefinitely without due process, even if allegedly a terrorist.","2004",,,,,,"542 U.S. 507"
1194,"Kelo v. City of New London","SCt Case","In a controversial decision that led to many states changing their eminent domain laws, the Supreme Court upheld a city's taking of private property, holding that economic development can be a ""public purpose"" under the 5th Amendment.","2005",,,,,,"545 U.S. 469"
1195,"Roper v. Simmons","SCt Case","Overruling Stanford v. Kentucky, the Court held that it is unconstitutional to execute an offender for a crime committed while a minor.","2005",,,,,,"543 U.S. 551"
1196,"Hamdan v. Rumsfeld","SCt Case","In a 5-3 decision with 6 of 8 justices writing an opinion, the Court held that the military commissions at Guantanamo did not conform with the Uniform Code of Military Justice or the Geneva Conventions.","2006",,,,,,"548 U.S. 557"
1197,"PICS v. Seattle Sch. Dist. #1","SCt Case","The Court, in a 4-1-4 decision, struck down the race-based school assignments in Seattle and Jefferson County, KY, holding that they were not narrowly tailored to achieve the state's interest; Justice Kennedy's swing vote laid out the standard for a state's compelling interest in a diverse student body.","2007",,,,,,"551 U.S. 701"
1198,"District of Columbia v. Heller","SCt Case","Finally settling a long-standing dispute over the meaning of the Second Amendment, the Supreme Court held that it guaranteed an individual, rather than a collective, right to keep and bear arms for self-defense, at least when applied to the home.","2008",,,,,,"554 U.S. 570"
1199,"Citizens United v. FEC","SCt Case","The watershed Supreme Court case striking down parts of the McCain-Feingold Act, including the limit on independent expenditures by corporations and unions.","2010",,,,,,"558 U.S. 310"
1201,"John Rutledge","Justice","Prior to his later recess appointment to Chief Justice, Rutledge was President Washington's first appointment for associate justice on the Court. Rutledge resigned from the Court without ever deciding a case, electing to become Chief Justice of South Carolina instead.","1789","1791","Washington",,,,
1202,"John Blair, Jr.","Justice","A noted jurist, Blair helped frame Virginia's Declaration of Rights, served at the Constitutional Convention, was appointed to Virginia's first court of appeals and, ultimately, was appointed by President Washington to be an original member of the Supreme Court.","1789","1795","Washington","Chisholm v. Georgia","Hayburn's Case",,
1203,"James Wilson","Justice","James Wilson was a signer of the Declaration of Independence, a member of the Constitutional Convention, and an original member of the Supreme Court. His lectures in Philadelphia are considered the founding events of the University of Pennsylvania Law School.","1789","1798","Washington","Hayburn's Case","Ware v. Hylton","Chisholm v. Georgia",
1204,"William Cushing","Justice","Justice Cushing was the longest-serving member of George Washington's original appointments to the Court; he also would have been the 3rd Chief Justice, had he not declined President Washington's nomination to the position.","1789","1810","Washington","Calder v. Bull","Chisolm v. Georgia","Hayburn's Case",
1205,"Thomas Johnson","Justice","The first governor of Maryland, Thomas Johnson also has the distinction of the shortest tenure on the Supreme Court (as of 2013), serving less than 6 months after confirmation due to the rigors of circuit riding. He later became chief judge of the District of Columbia.","1792","1793","Washington","Georgia v. Brailsford",,,
1206,"William Paterson","Justice","The namesake of Paterson, NJ, Paterson was the 2nd governor of the state, a signer of the Constitution, and a US senator before being appointed to the Supreme Court by President Washington.","1793","1806","Washington","Hylton v. United States","Stuart v. Laird","Calder v. Bull",
1207,"Samuel Chase","Justice","A signer of the Declaration of Independence, Chase was the only justice impeached by the House (for his work as a trial judge riding circuit), though he was acquitted on all counts by the Senate.","1796","1811","Washington","Ware v. Hylton","Calder v. Bull","Hylton v. United States",
1208,"Bushrod Washington","Justice","The nephew of George Washington, Bushrod Washington's most famous case came while riding circuit; in an oft-cited opinion in Corfield v. Coryell, he outlined the rights deemed to be ""fundamental,"" which became the basis for future interpretations of the Privileges & Immunities Clause.","1798","1829","J. Adams","Ogden v. Saunders","Corfield v. Coryell (on circuit duty)","Green v. Biddle",
1209,"Alfred Moore","Justice","In his short tenure on the Court (5 years), Moore wrote only one opinion. Despite a distinguished career as a state court judge, Revolutionary War soldier, and lawyer, his Supreme Court service has landed him on lists of the worst justices. He was also the shortest justice, coming in at 4'5"".","1800","1804","J. Adams","Bas v. Tingy",,,
1210,"William Johnson","Justice","Jefferson's first appointment to the Court, and the first non-Federalist on the Supreme Court, Johnson was nonetheless an independent voice, breaking at different times with an often otherwise unanimous Marshall Court, his president, or his home state of South Carolina.","1804","1834","Jefferson","United States v. Hudson & Goodwin","Cherokee Nation v. Georgia (concurrence)","Ogden v. Saunders",
1211,"Henry Brockholst Livingston","Justice","Appointed by Jefferson to the Marshall Court, Livingston had previously served in the Continental Army, including as an aide-de-camp to a pre-traitorous Benedict Arnold at the Battle of Saratoga. He also served as the private secretary to the first Chief Justice, John Jay, during Jay's tenure as minister to Spain.","1807","1823","Jefferson","United States v. Smith (dissent)","Rose v. Himely","Evans v. Eaton (dissent)",
1212,"Thomas Todd","Justice","A founder of the state of Kentucky, Todd was appointed to a newly-created seat on the Court by President Jefferson. As his tenure was as part of the Marshall Court, he authored no significant constitutional opinions, and was labeled ""The Most Insignificant Justice"" in an article by now-Circuit Judge Frank Easterbrook.","1807","1826","Jefferson","Preston v. Browder","Riggs v. Taylor","Watts v. Lindsey's Heirs",
1213,"Gabriel Duvall","Justice","Against now-Judge Easterbrook's nomination of Justice Thomas Todd, law professor David Currie nominates Justice Duvall, who authored 15 majority opinions in 24 years, for the title of ""Most Insignificant Justice.""","1811","1835","Madison","Prince v. Bartlett","United States v. Tenbroek","Piles v. Bouldin",
1214,"Smith Thompson","Justice","Monroe's Secretary of the Navy when appointed to the Court, Thompson unsuccessfully ran 5 years later for governor of New York; losing, he remained on the bench until his death.","1823","1843","Monroe","Kendall v. United States ex rel. Stokes","Wheaton v. Peters (dissent)","Ogden v. Saunders",
1215,"Robert Trimble","Justice","Trimble was President John Quincy Adams' only nominee to the Court, and was also the first district court judge to be elevated to the  Supreme Court. Serving on the Marshall Court, he wrote few opinions, though did command a majority (over a rare Marshall dissent) in Ogden v. Saunders.","1826","1828","J.Q. Adams","Ogden v. Saunders","Elliott v. Peirsoll's Lessee","Edwards' Lessee v. Darby",
1216,"Henry Baldwin","Justice","After serving in the House, Baldwin was appointed to the Court by Andrew Jackson.  He was the sole dissenting justice in the case of The Amistad, which freed 36 slaves from that ship.","1830","1844","Jackson","United States v. Segui","Worcester v. Georgia (dissent)","Wheaton v. Peters (dissent)",
1217,"John McLean","Justice","Justice McLean, appointed by Democrat Andrew Jackson, moved across the political spectrum throughout his career, writing a stinging dissent in Dred Scott, and, ultimately receiving votes at the 1860 Republican Convention for president, a nomination that went in the end to Abraham Lincoln.","1830","1861","Jackson","License Cases","Scott v. Sandford (dissent)","Passenger Cases",
1218,"James Moore Wayne","Justice","A Jacksonian Democrat and a Georgian, Wayne was nominated to the Court by Andrew Jackson while serving in the House. At the outbreak of the Civil War, Moore remained loyal to the Union, unlike his colleague James Archibald Campbell, despite Moore's son serving as a general in the Confederate Army.","1835","1867","Jackson","Dobbins v. Erie County","Dodge v. Woolsey","Louisville R. Co. v. Letson",
1219,"Philip Pendleton Barbour","Justice","Barbour was at one time Speaker of the House. He was nominated to the Court by Andrew Jackson, after almost being nominated as Jackson's running mate in place of Martin Van Buren.  He died in the midst of John Quincy Adams' oral argument in The Amistad case.","1836","1841","Jackson","New York v. Miln","Mayor, etc. City of Georgetown v. Alexandria Canal Co.","Van Ness v. Hyatt",
1220,"John McKinley","Justice","McKinley served Alabama as both a Senator and a Congressman prior to his appointment to the Court by President Van Buren. He was a senator-elect at the time of his appointment.","1837","1852","Van Buren","Passenger Cases","Pollard v. Hagan","Hickey's Lessee v. Stewart",
1221,"John Catron","Justice","Catron, a Southerner and slaveholder appointed by Jackson, was opposed to secession, and remained on the Court throughout the Civil War. He was the only justice to hold his seat; it was newly-created when he was appointed, and eliminated upon his death.","1837","1865","Jackson","Passenger Cases","License Cases","Smith v. Tyson (concurrence/dissent)",
1222,"Peter Vivian Daniel","Justice","Justice Daniel is perhaps most noted for joining the majority in Dred Scott as well as upholding the Fugitive Slave Act. He also was nominated twice to replace Justice Barbour, both on the district court and on the Supreme Court.","1842","1860","Van Buren","W. River Bridge Co. v. Dix","License Cases","Cooley v. Bd. of Wardens of the Port of Phila. (concurrence)",
1223,"Levi Woodbury","Justice","The first justice to attend (but not graduate from) law school, Woodbury was a Senator and also served in the Cabinets of Presidents Van Buren and Jackson.","1845","1851","Polk","License Cases","Jones v. Van Zandt","Luther v. Borden (dissent)",
1224,"Samuel Nelson","Justice","President John Tyler had 2 Court vacancies to fill during his term; Justice Nelson was his only successful nominee (after four failures for his position).","1845","1872","Tyler","Hotchkiss v. Greenwood","Collector v. Day","Scott v. Sandford (concurrence)",
1225,"Robert Cooper Grier","Justice","Appointed to the Court by Polk, after Polk's predecessor John Tyler was unable to make a successful nomination, Grier joined the Court with Chief Justice Taney, and joined the opinion in Dred Scott, the decision in which he reportedly leaked to President-elect Buchanan.","1846","1870","Polk","Prize Cases","License Cases","Passenger Cases",
1226,"Benjamin Robbins Curtis","Justice","Curtis was the first, and only, justice from the Whig party, which was generally anti-slavery. His was one of two dissents in the Dred Scott case.  He resigned from the Court shortly after the decision. Although sources vary, many consider his to be the only resignation from the Court based on principle.","1851","1857","Fillmore","Cooley v. Bd. of Wardens of the Port of Phila.","Murray's Lessee v. Hoboken Land & Improvement Co.","Scott v. Sandford (dissent)",
1227,"John Archibald Campbell","Justice","The only justice appointed by Franklin Pierce, Campbell resigned from the Court after the Confederate attack on Fort Sumter, joining the Confederacy as Assistant Secretary of War.  He later argued before the Court in the Slaughterhouse Cases.","1853","1861","Pierce","Scott v. Sandford (concurrence)","Winans v. Denmead (dissent)","Dodge v. Woolsey (dissent)",
1228,"Nathan Clifford","Justice","A pro-slavery Democrat, Clifford served in the House and as President Polk's attorney general prior to his service on the Supreme Court; he also negotiated the Treaty of Guadalupe Hidalgo with Mexico, which brought California into the U.S.","1858","1881","Buchanan","Baker v. Morton","Crandall v. Nevada (concurrence)","United States v. Cruikshank (concurrence/dissent)",
1229,"David Davis","Justice","A trusted confidante of fellow Illinoisan Abraham Lincoln, Lincoln appointed Davis to the Court to succeed John Campbell, who retired to join the Confederacy. Davis wrote the seminal opinion in Ex parte Milligan.","1862","1877","Lincoln","Ex parte Milligan","Bradley v. Fisher (dissent)","Davis v. Gray (dissent)",
1230,"Noah Haynes Swayne","Justice","President Lincoln's first appointment to the Court, Swayne, a Quaker, was an abolitionist. He dissented from the Court's crabbed view of the 14th Amendment in the Slaughterhouse Cases, and eventually agreed to retire on the condition that his friend, Stanley Matthews, be named as his replacement.","1862","1881","Lincoln","Springer v. United States","Gelpcke v. Dubuque","Texas v. White (concurrence/dissent)",
1231,"Samuel Freeman Miller","Justice","Appointed by Lincoln, Miller served a long tenure on the Court; though he was antislavery, he ultimately adopted a narrow view of the scope of the 14th Amendment, authoring the majority opinions in both the Slaughterhouse Cases and Bradwell v. Illinois.","1862","1890","Lincoln","Slaughterhouse Cases","Bradwell v. Illinois","Head Money Cases",
1232,"William Strong","Justice","An abolitionist Democrat-turned-Republican, Strong was appointed by President Grant after Grant's first choice, Lincoln's Secretary of War Edwin Stanton, died 4 days after confirmation.","1870","1880","Grant","Strauder v. West Virginia","Knox v. Lee","Parker v. Davis",
1233,"Ward Hunt","Justice","Appointed by President Grant, Justice Hunt's most interesting case as a jurist came while riding circuit, in which he held Susan B. Anthony in violation of the voting laws, fining her $100.","1873","1882","Grant","Pennoyer v. Neff (dissent)","United States v. Susan B. Anthony (on circuit duties)","United States v. Reese (dissent)",
1234,"William Burnham Woods","Justice","Woods, a Civil War veteran, became the first post-War appointment to the Court from a Confederate state, though he was a Northerner by birth.  Appointed by President Hayes, he only served on the Court for six years until his death.","1881","1887","Hayes","Presser v. Illinois","Egbert v. Lippman","United States v. Harris",
1235,"Stanley Matthews","Justice","Appointed by Hayes at the end of his term as President, and re-nominated by Garfield, Matthews had the closest Senate vote of any successful nominee to the Supreme Court, being confirmed by a single vote, 24-23.","1881","1889","Garfield","Yick Wo v. Hopkins","Ex parte Crow Dog","Hurtado v. California",
1236,"Samuel Blatchford","Justice","Justice Blatchford was the first Supreme Court justice to have served as both a district and circuit court judge prior to his appointment. With future Secretary of State Seward, he co-founded the law firm known today as Cravath, Swaine & Moore.","1882","1893","Arthur","Budd v. New York","Chicago, Milwaukee & St. Paul R. Co. v. Minnesota","Counselman v. Hitchcock",
1237,"Horace Gray","Justice","Though he joined the majority in Plessey, Gray also authored the opinion upholding birthright citizenship for a Chinese child born in the U.S. to non-citizen parents. Gray was the first justice to employ law clerks.","1882","1902","Arthur","United States v. Wong Kim Ark","Elk v. Wilkins","Cole v. La Grange",
1238,"Lucius Quintus C. Lamar","Justice","A Mississippian, Lamar served in the House, but resigned to join the Confederacy, serving in the army and also as Confederate Minister to Russia; later, he served again in the House & Senate and as Secretary of the Interior before being appointed to the Court by President Cleveland.","1888","1893","Cleveland","Kidd v. Pearson","In re Neagle (dissent)","Marshall Field & Co. v. Clark (dissent)",
1239,"David Josiah Brewer","Justice","Born in the then-Ottoman Empire where his parents ran a school, Justice Brewer served on the Court with his uncle, Justice Field (another uncle, David Field, established the Field Code, reforming pleading in civil procedure). He was away from the Court during Plessy v. Ferguson due to his daughter's death.","1890","1910","B. Harrison","Muller v. Oregon","In re Debs","Louisville, N.O. & Tex. Ry. Co. v. Mississippi",
1240,"Henry Billings Brown","Justice","Though he served 31 years as a federal judge, almost half of them on the Supreme Court, Justice Brown will likely always be remembered for writing the majority opinion in Plessy v. Ferguson, upholding separate-but-equal laws.","1891","1906","B. Harrison","Plessy v. Ferguson","De Lima v. Bidwell","Holden v. Hardy",
1241,"George Shiras, Jr.","Justice","Justice Shiras, appointed by President Benjamin Harrison, had 37 years of experience in private practice but, as of 2013, was the only justice with no history of public service prior to his appointment to the Court.","1892","1903","B. Harrison","Ill. Cent. R. v. Illinois (dissent)","Malony v. Adsit","Mattox v. United States (dissent)",
1242,"Howell Edmunds Jackson","Justice","A Democrat nominated by the Republican Benjamin Harrison, the Tennessean Jackson had previously served the Confederacy as a receiver of confiscated Union property. He later was elected to the House and appointed to the Senate before his nomination to the Court.","1893","1895","B. Harrison","Sparf v. United States (concurrence)","Pollock v. Farmers' Loan & Trust Co. (dissent)","Miller v. Eagle Mfg. Co.",
1243,"Edward Douglass White","Justice","As an associate justice, White joined the majority in Plessy v. Ferguson; a Louisiana native, he was the first Chief Justice to be replaced in that role by the president (Taft) that had appointed him.","1894","1910","Cleveland","McCray v. United States","Lone Wolf v. Hitchcock","Talton v. Mayes",
1244,"Rufus Wheeler Peckham","Justice","A stalwart champion of the use of substantive due process to stymie governmental regulation of the economy, Peckham was the author of Lochner v. New York.","1896","1909","Cleveland","Lochner v. New York","Allgeyer v. Louisiana","Ex parte Young",
1245,"Joseph McKenna","Justice","Having served in both the House and as Attorney General, Justice McKenna resigned from the Court, after almost 27 years, when requested to do so by Chief Justice Taft due to McKenna's failing abilities from the aftereffects of a stroke.","1898","1925","McKinley","Weems v. United States","Bunting v. Oregon","Williams v. Mississippi",
1246,"William Rufus Day","Justice","Day served as Secretary of State and on the 6th Circuit under McKinley and was appointed to the Court by Teddy Roosevelt, where he earned a reputation as a trust-buster.","1903","1922","T. Roosevelt","Hammer v. Dagenhart","Weeks v. United States","Buchanan v. Warley",
1247,"William Henry Moody","Justice","Having also served in the House and as attorney general and secretary of the navy, Moody only served 4 years on the Court, suffering from poor health. A reputed trust-buster in both the Justice Department and on the bench, Moody was responsible for some significant opinions despite his short tenure.","1906","1910","T. Roosevelt","Twining v. New Jersey","Londoner v. Denver","Berea Coll. v. Kentucky (concurrence)",
1248,"Horace Harmon Lurton","Justice","Serving only four years on the Court, Lurton, a Democrat who served in the Confederate Army, was appointed by Taft, a Republican; he was the oldest justice ever appointed to the Court","1910","1914","Taft","Coyle v. Smith","Charlton v. Kelly","Adams Express Co. v. Croninger",
1249,"Charles Evans Hughes","Justice","Hughes left his first stint on the Supreme Court to run for president against Woodrow Wilson. Losing, he later became Secretary of State and a judge on the Permanent Court of International Justice, before his nomination as Chief Justice.","1910","1916","Taft","Shreveport Rate Cases","Bailey v. Alabama","United States v. 40 Barrels & 20 Kegs of Coca-Cola",
1250,"Joseph Rucker Lamar","Justice","At the time of his appointment by President Taft, Lamar, a cousin of the earlier Justice L.Q.C. Lamar, was just the 3rd justice to be appointed by a president of the opposite party.  He died after only five years on the bench, at the age of 58.","1911","1916","Taft","Gompers v. Buck's Stove & Range Co.","Diaz v. United States (dissent)","McDonald v. Pless",
1251,"Willis Van Devanter","Justice","Van Devanter was both appointed by President Taft, and served on the Court under Chief Justice Taft; one of the ""Four Horsemen,"" he was opposed to FDR's New Deal legislation.","1911","1937","Taft","Dillon v. Gloss","Bunting v. Oregon (dissent)","Missouri v. Holland (dissent)",
1252,"Mahlon Pitney","Justice","A two-term New Jersey congressman and a state judge, Pitney was one of two justices to be appointed to the Court by President Taft and to later serve under him as Chief Justice Taft. He was forced to resign after suffering a stroke.","1912","1922","Taft","Frank v. Mangum","Duplex Printing Co. v. Deering","Coppage v. Kansas",
1253,"James Clark McReynolds","Justice","Though a Democrat who served as Attorney General under Wilson and was appointed by him to the Supreme Court, McReynolds was one of the ""Four Horsemen"" who opposed President Franklin Roosevelt's New Deal legislation.","1914","1941","Wilson","Pierce v. Soc'y of Sisters","Meyer v. Nebraska","Bunting v. Oregon (dissent)",
1254,"John Hessin Clarke","Justice","Clarke served briefly on the Court, often in dissent with Justices Holmes and Brandeis, and often in open conflict with Justice McReynolds.  A progressive, he spent his post-Court years lobbying for American entry into the League of Nations and supporting FDR's New Deal.","1916","1922","Wilson","Abrams v. United States","United States v. Wheeler (dissent)","Bailey v. Drexel Furniture Co. (dissent)",
1255,"George Sutherland","Justice","Born in England to a Mormon convert who moved the family to Utah, Sutherland served in the House & Senate from Utah before his appointment to the Court by Harding. Though one of the Four Horsemen opposed to the New Deal, he authored progressive opinions in other areas of law.","1922","1938","Harding","United States v. Curtiss-Wright Export Corp.","Euclid v. Ambler Realty Co.","Carter v. Carter Coal Co.",
1256,"Edward Terry Sanford","Justice","Though Justice Sanford did not serve long due to a sudden, unexpected death, his majority opinion in Gitlow v. New York began the Court on its long process of incorporating the Bill of Rights through the 14th Amendment to apply to the states as well as the federal government.","1923","1930","Harding","Gitlow v. New York","Corrigan v. Buckley","Whitney v. California",
1257,"Pierce Butler","Justice","Though conservative on economic matters (he was one of the ""Four Horsemen"" opposed to FDR's New Deal), Butler often dissented in favor of expansive 14th Amendment rights, as in Buck v. Bell and Palko v. Connecticut.","1923","1939","Harding","Breedlove v. Suttles","Morehead v. New York ex rel.  Tipaldo","United States v. 95 Barrels Alleged Apple Cider Vinegar",
1258,"Harlan Fiske Stone","Justice","President Coolidge's only Supreme Court nominee, Justice Stone also served as his Attorney General prior to appointment to the Court. Though he was later elevated to Chief Justice, he died 5 years later, one of the shortest tenures as Chief Justice.","1925","1941","Coolidge","Graves v. New York ex rel. O'Keefe","Miller v. Schoene","Olmstead v. United States (dissent)",
1259,"Owen Josephus Roberts","Justice","Justice Roberts had voted against New Deal legislation until FDR unveiled his court-packing plan; in West Coast Hotel v. Parrish, he changed his vote: ""the switch in time that saved nine."" Later, Justice Roberts was one of the three dissenters in Korematsu.","1930","1945","Hoover","United States v. Butler","Cantwell v. Connecticut","Betts v. Brady",
1260,"Stanley Forman Reed","Justice","Appointed by FDR while serving as Solicitor General, Reed retired at age 73 due to old age, and then lived another 22 years. Many expected him to dissent from Brown v. Bd. of Educ., but he ultimately joined the unanimous opinion.","1938","1957","F. Roosevelt","Louisiana ex rel. Francis v. Resweber","Morgan v. Virginia","Adamson v. California",
1261,"Frank Murphy","Justice","Mayor of Detroit, Governor of Michigan, Governor-General of the Philippines, Attorney General. Justice Murphy wore many hats; on the Supreme Court, he is perhaps best known for his blistering dissent in Korematsu v. United States.","1940","1949","F. Roosevelt","Chaplinsky v. New Hampshire","Thornhill v. Alabama","Korematsu v. United States (dissent)",
1262,"James Francis Byrnes","Justice","Byrnes served in the House & Senate, as Secretary of State in the aftermath of WWII, and as Governor of South Carolina. Though an ardent supporter of FDR and the New Deal, in his later years he decried Brown v. Bd. of  Educ. and supported conservative Southern policies.","1941","1942","F. Roosevelt","Edwards v. California","Southern S.S. Co. v. NLRB","Walling v. A. H. Belo Corp.",
1263,"Wiley Blount Rutledge","Justice","Serving only 6-1/2 years on the Court due to a stroke that caused his early death, Rutledge was appointed by FDR and was a part of the liberal wing of the Court in the late 1940s. One of his clerks, John Paul Stevens, later served as a justice himself.","1943","1949","F. Roosevelt","Prudential Ins. Co. v. Benjamin","Everson v. Bd. of Educ. (dissent)","Hirabayashi v. United States (concurrence)",
1264,"Harold Hitz Burton","Justice","A Republican, he was appointed by the Democrat Truman, a friend from their time together in the Senate; a decorated vet of World War I, Burton also served as mayor of Cleveland, Ohio.","1945","1958","Truman","Joint Anti-Fascist Refugee Comm. V. McGrath","United States v. Carmack","Duncan v. Kahanamoku (dissent)",
1265,"Sherman Minton","Justice","Though considered rather liberal as a Senator from Indiana, on the Court, Minton was a champion of judicial restraint.  Though a Democrat appointed by Truman, he resigned under a Republican administration leading, ironically, to the nomination of an ultimately liberal champion, William Brennan.","1949","1956","Truman","Perkins v. Benguet Mining Co. (dissent)","United States v. Int'l Boxing Club of N.Y. (dissent)","In re Murchison (dissent)",
1266,"Thomas Campbell Clark","Justice","Appointed to the Court by Truman, who later referred to Clark as his greatest mistake, Clark ultimately left the Court when LBJ appointed his son, Ramsey, as attorney general.","1949","1967","Truman","Mapp v. Ohio","Abington Sch. Dist. V. Schempp","Katzenbach v. McClung",
1267,"Charles Evans Whittaker","Justice","Though a law school classmate of Truman, Whittaker was appointed by Eisenhower, though only spent 5 years on the Court after he suffered a nervous breakdown. In his post-Court years, he spoke out against the civil rights movement and labeled the 1964 Civil Rights Act as unconstitutional.","1957","1962","Eisenhower","Fed. Power Comm'n v. Tuscarora Indian Nation","Aro Manuf. Co. v. Convertible Top Replacement Co.","Frank v. Maryland (concurrence)",
1268,"Potter Stewart","Justice","Though he later regretted it, Justice Stewart is perhaps best know for his statement in Jacobellis v. Ohio that pornography is difficult to define, but ""I know it when I see it.""","1958","1981","Eisenhower","Furman v. Georgia","Katz v. United States","Albemarle Paper Co. v. Moody",
1269,"Arthur Joseph Goldberg","Justice","One of Kennedy's two appointments to the Court, Goldberg also served as Secretary of Labor and Ambassador to the U.N.; though only on the Court for 3 years, he authored a memorable concurring opinion in Griswold v. Connecticut.","1962","1965","Kennedy","Murphy v. Waterfront Comm'n of N.Y.","Escobedo v. Illinois","Aptheker v. Sec'y of State",
1270,"Byron Raymond White","Justice","A college football hall of famer, and two-time NFL leading rusher, not to mention a two-time recipient of the Bronze Star, White was one of only two appointments to the Supreme Court by President Kennedy.","1962","1993","Kennedy","Bowers v. Hardwick","Apodaca v. Oregon","Branzburg v. Hayes",
1271,"Abe Fortas","Justice","Prior to joining the Court, Justice Fortas represented Clarence Gideon, of Gideon v. Wainwright; LBJ tried to elevate Fortas to Chief, but an ethics investigation instead led to his retirement.","1965","1969","L. Johnson","Tinker v. Des Moines Indep. Comty. Sch. Dist.","In re Gault","Brown v. Louisiana",
1272,"William H. Rehnquist","Justice","Appointed to the Court as an associate justice following a stint in the Nixon Justice Department, Rehnquist later became the 16th Chief Justice of the U.S.; in law school at Stanford, he was classmates with future colleague Sandra Day O'Connor.","1972","1986","Nixon","Jackson v. Metro. Edison Co.","Edelman v. Jordan","Danes & Moore v. Regan",
